SYMBOL,CURRENT PRICE,INDUSTRY,PE,FORWARD PE,EPS,PEG,EPS ESTIMATE,RECOMMENDATION
FET,0.6597,Energy,NE,NE,-5.39,.00,-0.19,3.53
FI,2.25,Energy,NE,NE,-1.31,-.01,-0.33,3
FTSI,8.53,Energy,NE,NE,-5.60,.00,-1.4,4.1
GE,7.15,Energy,NE,182,-0.33,40.44,0.65,1.83
GEL,8.65,Energy,36.04,,0.24,N/A,0.36,3
GPRK,9.98,Energy,NE,NE,-0.88,.00,,2.33
GLP,10.04,Energy,14.14,NE,0.71,-.02,1.05,3.5
GDP,6.91,Energy,6.28,82.50,1.10,.08,0.7,1
EAF,7.86,Energy,3.34,6.79,2.35,.01,2.58,2.5
GTE,0.3893,Energy,NE,NE,-0.60,.00,,3
GPOR,1.395,Energy,NE,NE,-13.44,-.01,0.72,3.78
HNRG,0.793,Energy,NE,20.65,-2.30,.02,0.08,1
HAL,13.04,Energy,NE,NE,-2.61,-5.52,1.24,2.86
HLX,3.71,Energy,13.25,NE,0.28,-.80,0.38,1.83
HP,21.42,Energy,NE,NE,-4.66,-2.53,1.75,2
HES,51.24,Energy,NE,NE,-9.43,-.03,-0.95,1.63
HESM,19.21,Energy,15.37,13.09,1.25,.01,,1.5
HPR,0.3473,Energy,NE,NE,-5,-.01,-0.2,3
HEP,16.84,Energy,8.96,12.27,1.88,.01,1.87,2.14
HFC,32.24,Energy,26.43,NE,1.22,-.17,4.9,2.33
HOLI,13.27,Energy,7.81,7.53,1.70,.01,2.26,1.33
HUSA,0.1475,Energy,,,,N/A,,
IPWR,5.77,Energy,NE,,-2.13,N/A,,
IMO,16.12,Energy,9.65,NE,1.67,-.02,1.66,3.19
ICD,4.53,Energy,NE,NE,-23.13,.00,-4.8,3
INDO,6.039,Energy,,,,-.02,999,1
IO,2.62,Energy,NE,NE,-2.05,.00,-2.4,4
KRP,8.56,Energy,NE,60.57,-4.83,.06,3.37,1.29
KLXE,2.58,Energy,NE,NE,-14.55,.00,-4.32,3
PHG,46.26,Energy,35.86,22.04,1.29,2.27,,1.67
KOS,1.95,Energy,NE,NE,-0.46,.00,-0.05,2.71
LPI,15.45,Energy,NE,2.16,-8.40,.00,14.8,2.22
LBRT,6.56,Energy,19.29,NE,0.34,-.01,0.53,1.86
LLEX,0.2459,Energy,,,,.00,999,3
LLEX,0.2459,Energy,,,,.00,999,3
LONE,0.615,Energy,NE,NE,-4.90,.00,-0.81,3
MIC,31.18,Energy,27.59,10.57,1.13,.01,4.7,2.33
MMP,44.28,Energy,9.21,11.60,4.81,.01,4.76,1.39
MGY,5.86,Energy,NE,NE,-7.12,-.03,0.3,2
TUSK,1.57,Energy,NE,NE,-4.23,.00,-0.85,3
MRO,6.36,Energy,19.88,NE,0.32,-.91,0.75,2.82
MPC,38.19,Energy,NE,NE,-10.25,-2.72,4.94,1.73
MARPS,1.94,Energy,,,,N/A,,
MMLP,2.5,Energy,NE,NE,-4.10,-.01,0.11,4
MTDR,10.21,Energy,5.16,NE,1.98,-5.58,1.2,2.43
MTR,5.56,Energy,7.94,,0.70,N/A,,
MXC,3.81,Energy,NE,,-0.07,N/A,,
MGEE,62.05,Energy,24.24,25.76,2.56,6.16,2.51,4
MCEP,4.14,Energy,NE,,-2.53,N/A,,
AMPY,1.59,Energy,,,,.00,-0.34,3
MR,4.72,Energy,3.47,NE,1.36,-.01,2.29,1.33
MPLX,18.28,Energy,NE,16.79,-2.02,.02,2.32,1.61
MUR,15.12,Energy,3.65,NE,4.14,-.01,0.87,2.95
MVO,4.19,Energy,4.46,,0.94,N/A,,
NBR,47.57,Energy,NE,NE,-144.23,N/A,-66,3.87
NESR,6.07,Energy,14.12,11.67,0.43,.01,0.74,1
NESRW,0.56,Energy,,,,,,
NOV,11.74,Energy,NE,NE,-21.10,-.04,-0.72,2.37
NGS,6.05,Energy,NE,,-0.72,N/A,,1
NRP,12.66,Energy,NE,,-7.04,N/A,,1
NCSM,0.5667,Energy,NE,NE,-1.55,.00,-0.24,3
GBR,1.33,Energy,NE,,-0.48,N/A,,
NR,2.11,Energy,NE,NE,-0.30,.00,0.08,2.33
NEX,2.87,Energy,NE,NE,-0.83,.00,-0.23,1.67
NGL,5.32,Energy,NE,19.31,-4.59,.02,0.61,3
NINE,2.35,Energy,NE,NE,-18.22,.00,0.32,3.71
NE,0.3756,Energy,NE,NE,-6.78,-.02,-1.52,4.71
NBL,10,Energy,NE,NE,-10.77,-1.25,-0.35,1.5
NBLX,10.22,Energy,4.21,3.97,2.43,.00,3.08,3
NOA,6.28,Energy,5.02,7.36,1.25,.01,1.13,2
NRT,3.86,Energy,6.77,,0.57,N/A,,
NOG,1,Energy,1.2,5.79,0.83,.01,0.31,1.4
DNOW,8.85,Energy,NE,NE,-4.09,-.01,0.23,1.75
NS,15.91,Energy,NE,11.06,-1.07,.01,2.77,2.63
NES,2.6,Energy,NE,,-3.51,N/A,,
OMP,9.27,Energy,14.48,2.80,0.64,.00,3.41,3.8
OAS,0.999,Energy,NE,NE,-13.65,.00,0.03,4.06
OXY,19.71,Energy,NE,NE,-4.23,-1.02,1.45,3.32
OII,6.68,Energy,NE,NE,-6.99,-.35,-0.82,2.78
OIS,5.07,Energy,NE,NE,-10.44,.00,-0.62,3
OTIS,57,Energy,,,,.03,999,1.67
OVV,10.75,Energy,3.21,20.63,3.35,2.62,3.29,2.78
ROYT,0.3878,Energy,1.14,,0.34,N/A,,0
PACD,0.62,Energy,NE,,-7.11,N/A,,4
PHX,2.98,Energy,NE,,-4.17,N/A,,3
PARR,9.59,Energy,NE,NE,-4.59,.00,1.79,2.5
PE,10.91,Energy,NE,185.50,-8.49,5.08,1.12,1.3
PTEN,4.34,Energy,NE,NE,-4.27,.00,-0.99,3.35
PBF,12.88,Energy,NE,NE,-8.19,-.06,0.9,3.7
PBFX,11.8,Energy,6.18,6.26,1.91,.01,1.99,2
PDCE,13.67,Energy,NE,NE,-3.99,-.23,0.83,1.31
BTU,3.14,Energy,NE,NE,-4.78,.00,0.54,3
PED,0.8739,Energy,NE,,-0.19,N/A,,
PTON,50.89,Energy,,,,-.09,999,1.29
PBA,25.73,Energy,13.19,17.26,1.95,3.45,2,1.46
PVAC,11.34,Energy,0.63,2.00,17.97,.00,8.97,1.67
PBT,3.33,Energy,7.24,,0.46,N/A,,
PVL,1.34,Energy,4.32,,0.31,N/A,,0
PRT,3.12,Energy,,,,N/A,,0
PTR,35.01,Energy,23.03,NE,1.52,-26.70,,2.67
PBR,8.41,Energy,,,,-.02,1.18,2.5
PSX,74.7,Energy,109.85,35.13,0.68,6.73,8.05,1.31
PSXP,38.97,Energy,9.6,10.94,4.06,.01,4.29,2
PXD,93.58,Energy,22.44,67.05,4.17,8.10,8.18,1.37
PAA,9.36,Energy,NE,7.31,-2.54,.01,2.51,2.02
PAGP,9.46,Energy,NE,6.11,-2.11,.01,1.96,2.02
PLUG,5.48,Energy,NE,NE,-0.36,-.02,-0.34,1.25
PDS,0.7776,Energy,NE,NE,-0.06,.00,0,2.7
PNRG,83.99,Energy,17.18,,4.89,N/A,,
PFIE,0.8879,Energy,,,,N/A,,3
PUMP,5.41,Energy,6.6,NE,0.82,-.01,1.6,2.43
QEP,1.59,Energy,0.98,5.73,1.62,.01,0,3
QES,1.24,Energy,NE,NE,-2.60,.00,-1.03,3
METC,2.2,Energy,4.4,27.88,0.50,.03,0.61,1.5
RRC,6.26,Energy,NE,NE,-6.34,-3.98,0.4,3.46
RNGR,2.9,Energy,15.26,NE,0.19,.00,0.25,3
RCON,1.88,Energy,,,,N/A,,3
REI,1.42,Energy,1.37,22.83,1.04,.02,0.53,3
ROSE,0.8731,Energy,NE,6.67,-2.48,.01,0.55,3
ROSEU,1.3,Energy,,,,,,
ROSEW,0.1,Energy,,,,,,
RES,3.24,Energy,NE,NE,-1.17,-.01,-0.12,3.33
SBR,27.3,Energy,9.58,,2.85,N/A,,
SJT,2.485,Energy,17.75,,0.14,N/A,,
SNMP,0.41,Energy,NE,,-0.96,N/A,,
SD,1.35,Energy,NE,,-12.87,N/A,,
PER,0.5048,Energy,1.63,,0.31,N/A,,
SSL,8.1,Energy,,,,.02,,2.33
SLB,19.71,Energy,NE,201.80,-12.95,30.72,1.47,2.2
SDRL,0.5097,Energy,NE,,-24.82,N/A,,3
WTTR,5.2,Energy,NE,NE,-2.83,-.02,0.17,2.67
SHLX,13.32,Energy,8.54,11.26,1.56,.01,1.67,3.13
SBOW,3.63,Energy,0.46,1.58,7.87,.00,9.74,2
SM,4.16,Energy,NE,NE,-3.72,.00,-0.48,2.71
SOI,7.51,Energy,12.31,NE,0.61,-.24,1.32,1.8
SWN,2.75,Energy,NE,11.84,-2.31,.01,0.61,3.33
SRLP,15.56,Energy,9.43,8.56,1.65,.01,1.1,3
SU,17.05,Energy,NE,NE,-1.06,-5.08,2.12,1.75
SNDE,2.89,Energy,,,,.00,-0.58,2
SUN,26.33,Energy,NE,20.10,-0.03,.02,2.27,1.78
SDPI,0.8568,Energy,NE,95,-0.03,9.50,-0.04,2
SPN,1.37,Energy,NE,NE,-19.14,.00,-2,3.54
TALO,10.94,Energy,1.89,NE,5.79,-.01,3.56,1
FTI,7.56,Energy,NE,15.06,-12.42,.67,0.74,1.5
TELL,1.16,Energy,NE,NE,-0.72,-.08,-0.69,3.14
TGC,0.6231,Energy,NE,,-0.08,N/A,,
TTI,0.3937,Energy,NE,NE,-1.11,.00,-0.05,3.5
TPL,624.04,Energy,20.31,22.10,30.73,.02,41.38,1
THR,14.13,Energy,39.25,28.58,0.36,.03,0.75,1
TRCH,0.3842,Energy,NE,,-0.17,N/A,,1
TOT,39.38,Energy,13.13,44.29,3,28.76,4.38,1.22
TPIC,22.5,Energy,NE,51.05,-0.11,.05,-0.29,1.27
TAT,0.31,Energy,NE,,-0.40,N/A,,
TGA,0.55,Energy,NE,,-0.69,N/A,,
RIG,2.1,Energy,NE,NE,-2.41,-1.02,-1.45,3.5
TREC,5.55,Energy,NE,34.94,-0.26,.03,0.27,1
USEG,6.09,Energy,,,,N/A,,
USWS,0.5202,Energy,NE,.84,-4.65,.00,-1.72,3
USWSW,0.048,Energy,,,,,,
EGY,1.2,Energy,NE,,-0.97,N/A,,1
VAL,0.8906,Energy,NE,NE,-15.19,-.03,-5.83,4.31
VLO,63.16,Energy,63.8,NE,0.99,-3.15,5.7,1.31
VET,4.95,Energy,NE,NE,-6.31,.00,0.33,2.56
VTNR,0.76,Energy,NE,NE,-0.33,.00,-0.08,1
VNOM,11.19,Energy,NE,NE,-1.90,-.03,0.13,1.33
VIST,3.47,Energy,NE,NE,-0.46,-.01,-0.41,2
VOC,2.38,Energy,3.55,,0.67,N/A,,
WTI,2.57,Energy,5.04,NE,0.51,-.01,0.6,3
HCC,15.08,Energy,3.65,9.92,4.13,.01,5.52,1.57
WPRT,1.27,Energy,NE,NE,-0.09,-.01,-0.05,1.67
WLL,1.53,Energy,NE,NE,-41.59,-.02,-0.86,4
WWD,77.89,Energy,18.16,22.50,4.29,1.65,4.88,2
INT,26.43,Energy,9.54,19.30,2.77,3.86,2.79,2.5
WPX,6.59,Energy,NE,25.04,-0.13,.79,0.33,1.39
YPF,5.57,Energy,NE,NE,-1.01,.00,-0.1,3.67
ZN,0.31,Energy,,,,N/A,,
ZNWAA,0,Energy,,,,,,
VNET,18.33,Technology,NE,NE,-0.38,-1.66,-0.24,1
TWOU,35.48,Technology,NE,NE,-4.33,-.43,-2.01,1.64
DDD,7.33,Technology,NE,NE,-0.57,-.89,-0.39,3.83
JOBS,71.14,Technology,41.12,30.12,1.73,.03,,3
WUBA,54.5,Technology,6.86,29.47,7.95,1.42,,1
EGHT,15.15,Technology,NE,NE,-1.74,-.93,-1.29,2.13
EGHT,15.15,Technology,NE,NE,-1.74,-.93,-1.29,2.13
ATEN,6.96,Technology,NE,685,-0.08,.69,-0.19,2
AAN,42.26,Technology,NE,14.66,-4.59,1.45,3.89,1.67
ACIA,68.27,Technology,71.11,44.59,0.96,1.49,1.18,2.6
ACIW,27.135,Technology,46.78,,0.58,N/A,,1.6
ACMR,60.43,Technology,63.61,63.71,0.95,.06,1.17,1.25
ATVI,76.58,Technology,37.91,30.28,2.02,1.61,2.08,1.5
IOTS,12.11,Technology,NE,402.17,-0.86,26.81,999,1.8
ADBE,428.01,Technology,56.47,52.23,7.58,3.26,6.56,1.45
AMD,54.23,Technology,126.12,65.11,0.43,1.62,0.48,1.92
AER,32.11,Technology,3.6,5.10,8.91,.01,8.43,1.67
ACY,2.605,Technology,,,,N/A,,
AGYS,19.14,Technology,NE,NE,-1.47,-.04,-1.47,1.54
AGMH,25.84,Technology,,,,N/A,,
AL,30.15,Technology,5.99,7.71,5.03,2.53,5.09,1
AIRG,9.99,Technology,NE,NE,-0.05,-.03,0.09,2
ANTE,0.9111,Technology,,,,N/A,,
KERN,9.04,Technology,,,,N/A,,1
KERNW,1.105,Technology,,,,,,
ALRM,62.7,Technology,59.15,62.20,1.06,5.23,1.35,1.5
ALYA,1.82,Technology,NE,NE,-0.15,-.03,-0.34,2
ALLT,10.53,Technology,NE,NE,-0.20,-.11,-0.32,1.33
MDRX,7.12,Technology,NE,16.38,-1.18,2.60,0.47,2.58
AOSL,10.77,Technology,NE,27.90,-0.16,.03,0.7,3
GOOG,1431.72,Technology,28.89,34.63,49.55,2.15,51.56,1.17
GOOGL,1424.64,Technology,28.75,34.58,49.55,2.15,51.56,1.17
ALTR,37.84,Technology,NE,NE,-0.20,-3.91,0.22,3.6
AYX,163.56,Technology,3271.2,NE,0.05,-29.59,0.56,1.69
AMBA,48.9,Technology,NE,NE,-1.28,-2.30,-1.33,2.5
DOX,60.17,Technology,16.48,15.16,3.65,1.78,4.07,1.67
AMRH,1.74,Technology,,,,N/A,,
AMRHW,0.07,Technology,,,,,,
AMSWA,17.05,Technology,81.19,80.24,0.21,.08,0.26,1
AMKR,11.805,Technology,13.73,17.26,0.86,.02,0.56,3
AMN,43.6,Technology,22.36,17.29,1.95,.02,3.18,1.67
ASYS,5.08,Technology,NE,253,-0.77,.25,0.28,2.33
ADI,120.18,Technology,40.33,28.76,2.98,2.30,5.15,1.41
PLAN,47.52,Technology,NE,NE,-1.13,-.04,-1.06,1.86
ANSS,281.59,Technology,59.16,60.66,4.76,.06,5.51,2.45
APPF,159.38,Technology,164.31,321.47,0.97,.32,1.02,3.67
APPN,51.77,Technology,NE,NE,-0.67,-.06,-0.77,2.81
AAPL,349.72,Technology,27.43,28.55,12.75,2.60,11.89,1.62
AMAT,60.95,Technology,19.41,15.85,3.14,1.17,3.04,1.61
AAOI,9.8,Technology,NE,NE,-3.60,-.46,-1.45,3.25
ANET,218.01,Technology,22.02,30.02,9.90,3.28,8.69,2.48
ARW,66.24,Technology,NE,11.02,-3.41,1.42,7.55,2.78
ASX,4.45,Technology,15.34,12.05,0.29,.45,,1
ASGN,64,Technology,18.55,16.60,3.45,2.98,4.61,1.63
ASML,360.67,Technology,51.97,49.36,6.94,2.17,6.89,1.63
AZPN,100.53,Technology,29.92,33.94,3.36,.03,3.77,1.67
ALOT,6.75,Technology,112.5,173.25,0.06,14.44,,3
ASUR,6.67,Technology,3.32,39.12,2.01,2.79,0.33,1.2
TEAM,172.64,Technology,NE,1366.38,-0.87,60.38,-0.17,1.35
ATOM,10.75,Technology,NE,NE,-0.83,-.01,-0.84,1
AEYE,9.9,Technology,NE,NE,-0.89,-.01,-0.97,1.35
JG,1.58,Technology,NE,,-0.17,N/A,,
ADSK,237.82,Technology,173.59,103.96,1.37,2.63,1.5,2.11
ATHM,80.54,Technology,21.48,20.57,3.75,1.14,4.1,2
ADP,149,Technology,25.56,26.39,5.83,2.20,5.45,2.8
AUTO,1.29,Technology,NE,NE,-1.06,.00,-1.13,3
AVLR,124.45,Technology,NE,NE,-0.70,-.17,-0.59,1.17
AVNW,17.52,Technology,33.69,16.40,0.52,.02,0.58,1
AVID,7.18,Technology,239.33,41.71,0.03,.04,0.36,1.8
AVT,26.925,Technology,NE,19.31,-1.15,1.86,4.11,3
AWRE,3.28,Technology,NE,,-0.45,N/A,,
ACLS,28.19,Technology,42.71,29.90,0.66,.03,0.5,1.4
AXTI,4.79,Technology,NE,156.67,-0.04,.16,-0.07,1.33
BOSC,2.99,Technology,NE,,-0.25,N/A,,
BIDU,123.08,Technology,121.86,37.99,1.01,5.43,5.36,1.36
BAND,124.82,Technology,NE,NE,-0.02,-26.95,-0.43,1.44
BBSI,50.47,Technology,8.26,15.29,6.11,1.27,6.27,1
BHE,20.69,Technology,60.85,,0.34,N/A,,1
BNFT,11.55,Technology,NE,NE,-1.30,-.36,-1.29,1.63
BGSF,11.01,Technology,9.33,14.06,1.18,.70,1.67,1.5
BILI,44.72,Technology,NE,NE,-0.71,-.05,,1
BILL,81.9,Technology,,,,-.16,999,1.89
BKYI,0.8101,Technology,NE,,-1.13,N/A,,3
BITA,15.86,Technology,NE,10.13,-4.12,.01,-0.45,1
BKTI,3.38,Technology,NE,,-0.19,N/A,,
BKI,71.73,Technology,80.6,44.73,0.89,2.98,1.72,2
BLKB,60.33,Technology,163.05,54.10,0.37,12.64,1.27,3.13
BB,5.06,Technology,NE,NE,-0.33,-1.96,0.02,3
BL,79.65,Technology,NE,NE,-0.65,-11.44,-0.25,2
BDR,0.82,Technology,,,,N/A,,
BRQS,1.59,Technology,,,,N/A,,
EPAY,49.51,Technology,NE,108.23,-0.06,5.41,0.97,2
BOX,19.79,Technology,NE,NE,-0.90,-.04,-0.96,1.7
BLIN,1.84,Technology,0.59,,3.10,N/A,,
BCOV,7.69,Technology,NE,NE,-0.64,-2.83,-0.17,1.33
AVGO,302.77,Technology,54.16,18.26,5.59,1.52,17.41,1.29
AVGOP,1087.81,Technology,,,,,,
BRKS,42.5,Technology,6.98,48.66,6.09,.05,0.77,2.2
CCMP,138.91,Technology,59.11,21.04,2.35,.02,6.72,2.25
CACI,237.04,Technology,21.77,19.71,10.89,1.61,10.46,1.5
CDNS,91.9,Technology,25.96,58.22,3.54,4.67,3.53,1.7
CAI,16.47,Technology,41.17,7.51,0.40,.01,2.34,2
CAMP,8.07,Technology,NE,NE,-2.35,-3.24,0.15,1.57
CMBM,7.01,Technology,NE,NE,-1.46,-.35,-0.31,1.2
CAN,1.9,Technology,,,,N/A,,
CSIQ,18.05,Technology,3.64,7.89,4.96,.25,2.19,1.67
CANG,4.7,Technology,18.8,16.08,0.25,.02,0.37,2
CDLX,74.49,Technology,NE,NE,-1.01,-1.10,-0.75,2.38
CARG,27.21,Technology,73.54,896.33,0.37,24.90,0.38,1.73
CARS,6.52,Technology,NE,NE,-18.29,-.01,1.45,1.86
CASA,4.46,Technology,NE,NE,-0.39,-.05,-0.05,3.33
CSLT,0.756,Technology,NE,NE,-0.58,-.35,-0.25,2.83
CLS,6.4,Technology,NE,11.46,-0.17,.85,0.54,3.4
CRNT,2.08,Technology,NE,NE,-0.13,-.66,-0.03,2.5
CRNC,44.4,Technology,,,,-.07,2.76,1.25
CDAY,77.53,Technology,152.02,461.12,0.51,.46,0.26,2
CERN,73.18,Technology,45.45,27.89,1.61,2.20,2.41,1.68
CEVA,34.73,Technology,694.6,NE,0.05,-19.43,0.14,1.8
CHX,9.78,Technology,NE,NE,-8.04,-.04,0.99,1.67
CHNG,12.39,Technology,309.75,11.79,0.04,3.69,1.47,1.06
CHNGU,47.1466,Technology,,,,,,
ECOM,13.45,Technology,49.81,48.70,0.27,.05,0.15,2
CHKP,107.62,Technology,19.46,19.13,5.53,2.39,5.51,2.59
CMCM,3.54,Technology,NE,17.45,-0.48,.02,,4
CVR,20.46,Technology,63.94,,0.32,N/A,,
CIH,2.79,Technology,6.97,,0.40,N/A,,
CNET,1.13,Technology,NE,,-0.07,N/A,,
IMOS,22.9,Technology,8.27,,2.77,N/A,,
CRUS,62.54,Technology,23.6,28.17,2.65,3.31,999,2
CSCO,45.32,Technology,17.98,16.02,2.52,2.97,2.85,1.8
CTXS,144.6,Technology,25.28,38.11,5.72,4.61,4.13,2.31
CCC,22.5,Technology,NE,45,-0.76,.05,0.35,1.6
CLDR,12.81,Technology,NE,NE,-1.02,-.04,-0.91,2.5
NET,36,Technology,,,,-4.20,-0.72,1.82
CLPS,2.36,Technology,,,,N/A,,
CTSH,54.16,Technology,16.98,16.10,3.19,1.46,3.99,3.05
COMM,9.73,Technology,NE,8.53,-5.90,3.16,1.79,2.2
CVLT,37.89,Technology,NE,382.70,-0.13,38.27,0.43,1.83
CPSI,22.58,Technology,15.26,26.19,1.48,2.12,1.43,2.44
CTG,4.05,Technology,12.27,,0.33,N/A,,
CMTL,15.96,Technology,32.57,22.26,0.49,.02,1.34,2
CTK,6.83,Technology,NE,12.50,-0.75,.01,-0.58,2
CLGX,49.69,Technology,49.2,19.39,1.01,1.62,2.5,2.4
CSOD,39.39,Technology,NE,57.55,-0.24,1.43,1.17,1.78
CPAH,4.69,Technology,NE,,-0.48,N/A,,
COUP,258.86,Technology,NE,NE,-1.35,-10.75,-0.67,1.94
CREX,2.75,Technology,NE,,-1.23,N/A,,3
CREXW,0.4489,Technology,,,,,,
CREE,60.51,Technology,NE,NE,-2.67,-.07,0.36,2.5
CRTO,12.47,Technology,9.31,21.47,1.34,.02,2.08,2.15
CCRN,5.59,Technology,NE,576,-1.62,48,0.15,2.67
CRWD,101.08,Technology,NE,NE,-0.80,-8.13,-0.97,1.63
CSGS,43.84,Technology,16.73,17.36,2.62,.02,3.04,1
CSPI,8.67,Technology,NE,,-0.28,N/A,,
CTS,20.11,Technology,23.11,33.47,0.87,.03,,2
CW,88.81,Technology,12.56,14.30,7.07,.01,7.27,1
CVV,3.16,Technology,,,,N/A,,
CYBR,101.3,Technology,76.74,211.98,1.32,17.30,1.76,1.58
CYRN,1.26,Technology,NE,,-0.28,N/A,,0
DADA,22.12,Technology,,,,N/A,,
DQ,59.98,Technology,15.5,9.87,3.87,.34,2.02,1
DDOG,86.79,Technology,,,,-4.34,-0.15,2.07
DTSS,2.1,Technology,NE,,-0.10,N/A,,
DELL,48.92,Technology,7.87,8.78,6.22,.73,5.96,2
DGII,10.31,Technology,46.86,98.09,0.22,6.76,0.65,1.5
DMRC,17.68,Technology,NE,,-2.80,N/A,,3
DGLY,4.5,Technology,NE,,-0.75,N/A,,
DIOD,49.54,Technology,18.28,23.58,2.71,.02,2.91,1
DRTT,1.33,Technology,,,,-.01,-0.05,1.5
DLHC,7.7,Technology,16.74,13.34,0.46,.01,0.49,1
DOCU,161.42,Technology,NE,NE,-1.17,-7.03,-0.94,1.54
DOMO,30.06,Technology,NE,NE,-4.13,-.01,-4.57,1.6
DOYU,11.07,Technology,100.64,25.21,0.11,.03,0.04,1.4
DOV,94.9,Technology,18.57,20.58,5.11,1.79,5.93,2.09
DBX,23.3,Technology,NE,575,-0.02,17.69,0,1.78
DSPG,16.18,Technology,NE,137.50,-0.11,9.17,0.29,1.5
DUOT,4.74,Technology,,,,,,
DXC,15.43,Technology,NE,6.47,-21.05,.01,5.58,2.29
DT,41.8,Technology,NE,202.05,-1.62,7.98,-0.53,1.56
ETN,89.34,Technology,17.52,24.11,5.10,2.19,5.67,2
EBIX,23.435,Technology,7.49,,3.13,N/A,,3
SATS,29.34,Technology,NE,NE,-1.36,-.02,-1.06,2
EGAN,9.3,Technology,54.71,93.70,0.17,4.69,0.16,1
ESTC,90.67,Technology,NE,NE,-2.13,-1.85,-1.53,1.58
EA,130.19,Technology,12.7,33.42,10.25,4.59,4.76,1.74
ELTK,4.0299,Technology,8.4,,0.48,N/A,,
EMAN,0.85,Technology,NE,NE,-0.09,-.01,-0.09,1
EMKR,3.25,Technology,NE,NE,-1.12,-.01,-0.71,1
DAVA,47.8,Technology,91.92,53.88,0.52,2.69,0.99,2
EIGI,3.915,Technology,NE,NE,-0.08,-.04,-0.24,3.5
WATT,2.37,Technology,NE,NE,-1.13,.00,-1.27,1
ERII,8.83,Technology,55.19,47.56,0.16,.05,0.18,2
EPAC,17.91,Technology,NE,42.67,-3.79,3.07,0.73,3
ENPH,46.72,Technology,27.65,57.15,1.69,.06,0.67,1.36
EVSI,6.91,Technology,NE,,-0.79,N/A,,1
EVSIW,2.22,Technology,,,,,,
EPAM,252.32,Technology,51.08,54.06,4.94,3.18,4.91,1.81
PLUS,69.74,Technology,13.52,16.80,5.16,.02,5.15,1.5
ERIC,9.06,Technology,151,17.58,0.06,.68,0.11,1.14
EB,9.13,Technology,NE,NE,-2.41,.00,-0.84,2.2
EVBG,130.12,Technology,NE,NE,-1.89,-.08,-1.22,1.33
EVER,60.87,Technology,NE,NE,-0.16,-.28,-0.28,1.5
MRAM,6.6,Technology,NE,,-0.27,N/A,-0.8,
EVTC,28.4,Technology,21.04,19.59,1.35,.02,1.81,2.17
EVOL,1.11,Technology,NE,,-0.70,N/A,,
AQUA,18.29,Technology,33.87,50.14,0.54,.05,0.16,2.43
EXTN,5.78,Technology,NE,NE,-3.50,.00,-0.78,1.67
EXTR,4.25,Technology,NE,NE,-1.02,-.02,0.13,2
FFIV,136.65,Technology,24.31,21.62,5.62,1.88,8.24,2.53
FB,238.79,Technology,32.71,32.45,7.30,1.71,6.43,1.19
FDS,303.62,Technology,32.16,30.14,9.44,3.55,10,3.75
SFUN,15.18,Technology,,,,.01,,4
FPAC,10.25,Technology,,,,N/A,,
FSLY,63.69,Technology,NE,NE,-0.67,-5.29,-0.7,1.4
FEYE,12.85,Technology,NE,NE,-1.22,-2.22,-0.69,1.93
FSLR,50.2,Technology,125.5,17.65,0.40,1.60,1.48,2
FISV,100.05,Technology,54.97,23.59,1.82,1.82,4,1.35
FIT,6.38,Technology,NE,NE,-0.86,-.01,-0.81,3
FIVN,100.79,Technology,NE,NE,-0.17,-47.96,0.12,1.94
FLEX,10.57,Technology,58.72,12.09,0.18,1.10,0.17,1.67
FPAY,1.65,Technology,NE,,-0.16,N/A,,1
FSCT,21.695,Technology,NE,NE,-3.08,-.01,-2.58,2.33
FRSX,1.4,Technology,NE,,-0.58,N/A,,1
FORM,29.49,Technology,46.08,38.78,0.64,.04,0.81,1.57
FORTY,89,Technology,34.63,,2.57,N/A,,
FTNT,136.71,Technology,63.88,70.28,2.14,5.02,1.91,2.23
GAN,25.99,Technology,,,,.09,999,1
GTES,10.66,Technology,28.05,36.79,0.38,.04,0.91,2.2
GDS,75.16,Technology,NE,NE,-0.43,-.61,-0.52,1.11
JOB,0.464,Technology,,,,N/A,,
GFN,6.38,Technology,22.79,14.45,0.28,1.20,0.28,2
GFNCP,97,Technology,,,,,,
GFNSL,25.0519,Technology,,,,,,
GIGM,2.94,Technology,NE,,-0.12,N/A,,
GILT,6.37,Technology,16.33,,0.39,N/A,,
GSB,10.24,Technology,14.42,,0.71,N/A,,
GLOB,143.76,Technology,98.47,84.59,1.46,.08,1.76,1.57
GSMG,4.065,Technology,,,,N/A,,
GSMGW,0.1,Technology,,,,,,
GLUU,9.31,Technology,,,,3.16,0.06,1.5
GDDY,81.2,Technology,87.31,76.33,0.93,3.32,0.82,1.3
GHM,11.96,Technology,62.95,67.11,0.19,.07,0.28,1
GEC,2.45,Technology,,,,N/A,,
GTEC,2.64,Technology,NE,,-0.39,N/A,,
GRNQ,1.5,Technology,,,,N/A,,
GDYN,8.03,Technology,,,,-.28,999,1
GDYNW,1.65,Technology,,,,,,
GSUM,0.84,Technology,NE,,-2.31,N/A,,
GRPN,21.59,Technology,NE,NE,-6.93,.00,0.4,2.57
GVP,1.09,Technology,NE,,-0.25,N/A,,1
GSIT,6.77,Technology,NE,,-0.45,N/A,,
GTYH,4,Technology,NE,,-0.79,N/A,,2.5
GWRE,106.82,Technology,NE,NE,-0.51,-54.58,0.63,2.36
HLIT,5.07,Technology,NE,NE,-0.18,-.90,0.18,2.14
